CAS-PFSP-M1T1_1.cas; 1585822.04;1581557.24;1580616.73;1580616.73;1577143.09;1583026.18;1580086.59;1580086.59;1583180.16;1580086.59
CAS-PFSP-M1T1_2.cas; 1505816.24;1505816.24;1505816.24;1505816.24;1505816.24;1505816.24;1505816.24;1505816.24;1505816.24;1505816.24
CAS-PFSP-M1T1_3.cas; 7848453.77;7850407.40;7858203.90;7850624.10;7851303.84;7846530.01;7846286.17;7846530.01;7846530.01;7846530.01
CAS-PFSP-M1T1_4.cas; 3167801.84;3167801.84;3167801.84;3167801.84;3167801.84;3167801.84;3167801.84;3167801.84;3167801.84;3167801.84
CAS-PFSP-M1T1_5.cas; 1231533.10;1232886.02;1232886.02;1232886.02;1231533.10;1232886.02;1231533.10;1232886.02;1236830.16;1232886.02
CAS-PFSP-M1T1_6.cas; 2445050.06;2445050.06;2448549.45;2445050.06;2443769.66;2445050.06;2445050.06;2449019.86;2443769.66;2443769.66
CAS-PFSP-M1T1_7.cas; 3171365.02;3172374.21;3172374.21;3175275.33;3176693.28;3171365.02;3171365.02;3171365.02;3171365.02;3173045.70
CAS-PFSP-M1T1_8.cas; 1007095.01;1006792.35;1006387.42;1008062.34;1007095.01;1006792.35;1006878.26;1008138.84;1007095.01;1012242.07
CAS-PFSP-M1T1_9.cas; 1968350.68;1955291.68;1954007.34;1967759.91;1955291.68;1955291.68;1955291.68;1959954.91;1956332.94;1955291.68
CAS-PFSP-M1T1_10.cas; 3497576.97;3496678.39;3496678.39;3497576.97;3496678.39;3496678.39;3496678.39;3496678.39;3496678.39;3497576.97
CAS-PFSP-M1T1_11.cas; 2771278.58;2771278.58;2771278.58;2771278.58;2771278.58;2771278.58;2771278.58;2771278.58;2771278.58;2771278.58
CAS-PFSP-M1T1_12.cas; 886871.66;886070.12;887580.84;887580.84;886809.96;886809.96;886809.96;886871.66;887580.84;886809.96
CAS-PFSP-M1T1_13.cas; 1030834.02;1030834.02;1030834.02;1030834.02;1030834.02;1030834.02;1030834.02;1030834.02;1030834.02;1030834.02
CAS-PFSP-M1T1_14.cas; 1961780.72;1962255.22;1954537.94;1951641.93;1954537.94;1954537.94;1960691.24;1961223.80;1961223.80;1962255.22
CAS-PFSP-M1T1_15.cas; 1093075.46;1091502.22;1091502.22;1091104.76;1091155.36;1091155.36;1090895.53;1091104.76;1091155.36;1091155.36
CAS-PFSP-M1T1_16.cas; 2460681.68;2461405.95;2461386.64;2461386.64;2460681.68;2460681.68;2460681.68;2460681.68;2460681.68;2460681.68
CAS-PFSP-M1T1_17.cas; 2589570.92;2589570.92;2589570.92;2589570.92;2589570.92;2589570.92;2589570.92;2589570.92;2589570.92;2589570.92
CAS-PFSP-M1T1_18.cas; 1583278.90;1583349.04;1583886.10;1583268.17;1584197.87;1583254.48;1584083.52;1583045.51;1583758.02;1584737.43
CAS-PFSP-M1T1_19.cas; 1075042.48;1075042.48;1075042.48;1075042.48;1075042.48;1075042.48;1075042.48;1075042.48;1075042.48;1075042.48
CAS-PFSP-M1T1_20.cas; 1488302.88;1534180.99;1503530.57;1488302.88;1528106.31;1487686.69;1488302.88;1537988.80;1488302.88;1488302.88
CAS-PFSP-M1T1_21.cas; 1957648.09;1955033.65;1954972.56;1946723.43;1946723.43;1946723.43;1946723.43;1946723.43;1946723.43;1946723.43
CAS-PFSP-M1T1_22.cas; 1204846.41;1201804.03;1204846.41;1201161.07;1201161.07;1201804.03;1204846.41;1212527.25;1204871.77;1204846.41
CAS-PFSP-M1T1_23.cas; 2605596.56;2600262.29;2605596.56;2605596.56;2605596.56;2605596.56;2605596.56;2605596.56;2605596.56;2605596.56
CAS-PFSP-M1T1_24.cas; 1644476.88;1652135.98;1635781.33;1635781.33;1643757.90;1643757.90;1643757.90;1644476.88;1644476.88;1643757.90
CAS-PFSP-M1T1_25.cas; 394300.91;394300.91;402442.97;402442.97;394300.91;402442.97;402442.97;402442.97;394300.91;402743.88
CAS-PFSP-M1T1_26.cas; 2316684.15;2367628.53;2336203.82;2353340.80;2348822.04;2342208.45;2340985.78;2379905.00;2341905.45;2330014.13
CAS-PFSP-M1T1_27.cas; 797677.14;787728.77;789127.76;787398.08;787438.28;787413.36;787438.28;784490.68;787284.27;789836.04
CAS-PFSP-M1T1_28.cas; 456804.75;456804.75;456804.75;456804.75;456815.44;456804.75;495566.20;456804.75;456804.75;456804.75
CAS-PFSP-M1T1_29.cas; 607170.12;616644.12;610347.32;605447.39;606278.73;606278.73;606278.73;606278.73;607122.83;610259.14
CAS-PFSP-M1T1_30.cas; 3294750.70;3294750.70;3294750.70;3294750.70;3294750.70;3294750.70;3294750.70;3294750.70;3294750.70;3294750.70
CAS-PFSP-M1T1_31.cas; 989158.19;978228.81;989158.19;978228.81;994289.06;978228.81;994289.06;993976.27;995616.90;994289.06
CAS-PFSP-M1T1_32.cas; 2933407.63;2932089.22;2933469.06;2933430.05;2933446.03;2932089.22;2933407.63;2932089.22;2934733.93;2933407.63
CAS-PFSP-M1T1_33.cas; 1610568.84;1610568.84;1610568.84;1610532.29;1610568.84;1610568.84;1610568.84;1610568.84;1610568.84;1610568.84
CAS-PFSP-M1T1_34.cas; 3561053.51;3565581.26;3561934.84;3561053.51;3561934.84;3571605.24;3565581.26;3561053.51;3564643.03;3561053.51
CAS-PFSP-M1T1_35.cas; 1266353.13;1236454.89;1232175.84;1232175.84;1236454.89;1256080.58;1232175.84;1221903.30;1226182.34;1251288.73
CAS-PFSP-M1T1_36.cas; 2477604.75;2471376.75;2477901.61;2480116.53;2472203.77;2474024.18;2472801.59;2473688.00;2472704.71;2473590.33
CAS-PFSP-M1T1_37.cas; 1490615.91;1476939.87;1499633.65;1522290.19;1509844.91;1494865.17;1495638.65;1495638.65;1495638.65;1498335.89
CAS-PFSP-M1T1_38.cas; 2087480.78;2087456.42;2087480.78;2087456.42;2087456.42;2087480.78;2087480.78;2087456.42;2087480.78;2087456.42
CAS-PFSP-M1T1_39.cas; 4579073.48;4578267.77;4579073.48;4586100.76;4579073.48;4579073.48;4578267.77;4578267.77;4579073.48;4579073.48
CAS-PFSP-M1T1_40.cas; 2687075.20;2687075.20;2707211.98;2698326.00;2687075.20;2697865.14;2729047.39;2700704.19;2687558.52;2710991.42
CAS-PFSP-M1T1_41.cas; 4743776.84;4744449.66;4748019.85;4747099.57;4749374.10;4740947.94;4744919.47;4746027.14;4743328.58;4744722.17
CAS-PFSP-M1T1_42.cas; 1633728.41;1633190.31;1636218.26;1636896.90;1633728.41;1635784.67;1635784.67;1643467.98;1637880.27;1634991.54
CAS-PFSP-M1T1_43.cas; 2456566.08;2457548.38;2456788.18;2456566.08;2456606.47;2456566.08;2456926.41;2455724.31;2457430.33;2456986.90
CAS-PFSP-M1T1_44.cas; 1334520.32;1334520.32;1339735.01;1334645.19;1342853.45;1339735.01;1334520.32;1334520.32;1342481.98;1334520.32
CAS-PFSP-M1T1_45.cas; 1839800.91;1836719.21;1836719.21;1836719.21;1836719.21;1839800.91;1836719.21;1839800.91;1841728.45;1836719.21
CAS-PFSP-M1T1_46.cas; 1827306.19;1827821.65;1827565.06;1827565.06;1827277.14;1827277.14;1827306.19;1827540.97;1827277.14;1827565.06
CAS-PFSP-M1T1_47.cas; 1170923.87;1160948.93;1162340.44;1160948.93;1160948.93;1160948.93;1160948.93;1160948.93;1160948.93;1160948.93
CAS-PFSP-M1T1_48.cas; 1777127.75;1778162.89;1778162.89;1778162.89;1778162.89;1778162.89;1778162.89;1778162.89;1778162.89;1778162.89
CAS-PFSP-M1T1_49.cas; 1326489.57;1325970.30;1325970.30;1326489.57;1325970.30;1324918.21;1324918.21;1324918.21;1326489.57;1324918.21
CAS-PFSP-M1T1_50.cas; 1519758.75;1519758.75;1519758.75;1519758.75;1519758.75;1519758.75;1514174.52;1519758.75;1520117.48;1520117.48
