CAS-PFSP-M3T1_1.cas; 4906914.32;4894859.30;4857195.80;4983060.69;4881226.84;4813296.24;4879249.88;4865267.05;4969791.62;4934494.59
CAS-PFSP-M3T1_2.cas; 2849750.52;2844875.54;2844875.54;2847855.67;2844875.54;2852840.05;2855840.98;2859440.46;2844875.54;2844875.54
CAS-PFSP-M3T1_3.cas; 2718962.41;2718573.51;2734916.44;2713517.16;2728106.88;2731097.28;2736248.23;2721858.07;2739316.72;2729293.37
CAS-PFSP-M3T1_4.cas; 7581722.65;7586614.82;7585402.37;7589442.96;7585307.74;7576722.75;7573657.05;7591875.45;7581408.46;7585136.92
CAS-PFSP-M3T1_5.cas; 1941557.71;1841088.89;1849082.82;1807582.70;1852494.22;1858786.57;1854862.29;1840902.43;1803586.15;1888402.45
CAS-PFSP-M3T1_6.cas; 4821838.61;4888515.79;4852770.74;4841581.38;4912852.05;4801177.49;4841844.65;4874627.11;4876203.57;4844944.41
CAS-PFSP-M3T1_7.cas; 3472457.61;3474400.17;3493130.76;3467234.32;3475471.93;3473834.11;3478388.59;3473029.84;3465875.05;3482986.96
CAS-PFSP-M3T1_8.cas; 2720832.08;2723740.23;2721348.00;2730048.17;2718657.80;2724828.58;2733185.74;2724860.85;2721845.92;2724289.12
CAS-PFSP-M3T1_9.cas; 4389086.09;4395502.56;4384218.62;4382329.19;4395748.99;4369223.59;4385019.67;4335738.59;4364155.98;4386956.03
CAS-PFSP-M3T1_10.cas; 2216213.51;2197218.14;2198942.55;2197727.94;2203377.27;2194773.04;2205741.86;2194090.56;2199589.28;2195825.28
CAS-PFSP-M3T1_11.cas; 2339398.93;2328683.63;2353314.80;2322038.54;2356766.12;2348931.54;2301162.93;2273298.57;2281541.68;2299340.65
CAS-PFSP-M3T1_12.cas; 8697091.62;8702369.36;8744310.78;8685399.33;8819994.11;8700328.47;8673397.38;8725714.83;8774877.89;8770871.05
CAS-PFSP-M3T1_13.cas; 5811676.21;5844495.42;5968289.40;5999108.09;5885192.61;5897105.49;5933990.85;6010254.51;6110971.89;5997166.18
CAS-PFSP-M3T1_14.cas; 7897501.42;7910134.80;7896830.44;7884281.81;7876627.64;7874148.78;7890325.50;7877836.68;7891498.97;7908378.76
CAS-PFSP-M3T1_15.cas; 2399596.16;2389778.06;2397586.14;2388998.51;2377552.22;2391253.05;2400201.90;2401627.68;2380917.02;2386212.21
CAS-PFSP-M3T1_16.cas; 5219504.80;5331744.32;5212912.75;5305395.43;5397232.63;5423169.75;5315786.12;5398162.54;5323203.68;5362840.63
CAS-PFSP-M3T1_17.cas; 3517928.50;3474647.09;3481168.02;3520659.71;3517065.19;3522307.21;3520846.06;3546003.49;3499455.24;3546038.62
CAS-PFSP-M3T1_18.cas; 2451212.70;2450653.23;2462430.74;2460774.58;2457691.17;2451556.38;2451556.38;2451633.90;2456522.55;2450430.27
CAS-PFSP-M3T1_19.cas; 2036947.92;2046662.15;2039650.00;2038939.09;2045326.79;2046315.34;2038572.13;2036079.32;2043867.69;2042433.78
CAS-PFSP-M3T1_20.cas; 4799242.79;4811741.68;4815728.28;4791804.89;4853739.54;4797367.32;4782088.46;4802728.31;4794992.03;4810269.44
CAS-PFSP-M3T1_21.cas; 10875199.55;10879526.88;10899519.19;10901691.26;10899210.38;10886831.28;10868301.48;10909846.86;10896818.34;10856366.04
CAS-PFSP-M3T1_22.cas; 4906413.77;4875591.44;4875591.44;4813766.51;4810195.61;4905433.04;4873681.10;4933739.80;4900867.31;4857901.67
CAS-PFSP-M3T1_23.cas; 1751784.77;1771961.18;1788659.36;1770667.91;1776549.70;1761237.59;1782390.85;1794393.98;1754701.81;1777202.91
CAS-PFSP-M3T1_24.cas; 8930817.47;9048562.82;8964711.54;8975292.54;8980622.86;8961949.19;8999956.93;8980085.77;9043363.68;9054265.94
CAS-PFSP-M3T1_25.cas; 3309429.07;3317382.73;3332304.65;3317577.91;3309032.79;3317844.84;3317382.73;3317781.84;3314167.94;3319667.02
CAS-PFSP-M3T1_26.cas; 2526759.07;2537748.19;2529978.94;2533725.08;2535452.98;2532932.90;2532968.78;2534316.51;2530615.26;2529403.79
CAS-PFSP-M3T1_27.cas; 10440220.49;10442063.32;10452896.00;10447603.74;10427576.80;10428505.40;10434230.12;10442290.52;10436749.04;10418025.12
CAS-PFSP-M3T1_28.cas; 6962608.62;7070016.43;7002959.16;6984804.46;6956812.68;6992173.69;6993602.47;6961565.08;6970108.35;7002092.03
CAS-PFSP-M3T1_29.cas; 2024072.16;2020862.43;2033458.45;2014926.54;2010715.99;2010797.27;2018024.67;2055418.33;2039998.91;2026364.66
