CAS-PFSP-M3T1_1.cas, 4836801.14,4854563.71,4939844.89,4900344.15,4908425.72,4927673.70,4917188.00,4913052.95,4866807.57,4904284.00
CAS-PFSP-M3T1_2.cas, 2844875.54,2842967.53,2849289.68,2847381.68,2844875.54,2847381.68,2842967.53,2842967.53,2842967.53,2844875.54
CAS-PFSP-M3T1_3.cas, 2724104.78,2730052.02,2725763.68,2725087.24,2715653.77,2724277.95,2732555.44,2717768.07,2729260.17,2714518.51
CAS-PFSP-M3T1_4.cas, 7575696.31,7583976.90,7606019.67,7598854.47,7586746.87,7596239.52,7595107.39,7579770.37,7582082.56,7590628.40
CAS-PFSP-M3T1_5.cas, 1821620.97,1784627.71,1857511.32,1858521.86,1873702.68,1865669.27,1826760.22,1833087.49,1821116.59,1846541.97
CAS-PFSP-M3T1_6.cas, 4792946.20,4836097.42,4863332.74,4871044.00,4843681.49,4828342.54,4829573.10,4858649.17,4822501.78,4839312.60
CAS-PFSP-M3T1_7.cas, 3468505.94,3467597.66,3480798.90,3476700.56,3473404.16,3488725.83,3466814.65,3482596.56,3491075.61,3480795.62
CAS-PFSP-M3T1_8.cas, 2723465.34,2721266.04,2721667.47,2719204.36,2718375.26,2723200.06,2718576.11,2724440.40,2727132.85,2721593.88
CAS-PFSP-M3T1_9.cas, 4351924.01,4344342.96,4366288.83,4386664.65,4357872.00,4385270.56,4367322.65,4381820.79,4339999.86,4351307.72
CAS-PFSP-M3T1_10.cas, 2195833.55,2194090.56,2195657.76,2193375.87,2194761.22,2194126.30,2193406.45,2194056.69,2195486.36,2193264.08
CAS-PFSP-M3T1_11.cas, 2309275.87,2304011.11,2315530.15,2283359.15,2293494.62,2284674.68,2303343.65,2302895.08,2273829.31,2298030.54
CAS-PFSP-M3T1_12.cas, 8800992.04,8785837.02,8777908.27,8702918.34,8805965.48,8707536.02,8691195.69,8707633.84,8710590.72,8780390.33
CAS-PFSP-M3T1_13.cas, 5875634.83,5785681.36,5818110.70,5889198.71,5854477.27,5881466.99,5966979.97,5937962.41,5801552.90,5909139.31
CAS-PFSP-M3T1_14.cas, 7881201.92,7898866.09,7875850.44,7880005.09,7897475.74,7877174.91,7867829.85,7873149.40,7882778.90,7877010.77
CAS-PFSP-M3T1_15.cas, 2379968.67,2397946.82,2377126.92,2385601.52,2382651.47,2402429.80,2384058.70,2358968.81,2384318.93,2380800.40
CAS-PFSP-M3T1_16.cas, 5270426.63,5233885.74,5404111.89,5288422.15,5339355.28,5323178.79,5189122.14,5310408.88,5225749.47,5357686.27
CAS-PFSP-M3T1_17.cas, 3515374.24,3462744.31,3492910.36,3540820.11,3503727.00,3520626.85,3463393.29,3482539.01,3492390.01,3480459.18
CAS-PFSP-M3T1_18.cas, 2452040.15,2452040.15,2457349.99,2452040.15,2457349.99,2451257.71,2452040.15,2451747.34,2452040.15,2457880.04
CAS-PFSP-M3T1_19.cas, 2042885.86,2037853.59,2039812.64,2039764.17,2040838.17,2037405.64,2040129.34,2036769.33,2038845.05,2038830.98
CAS-PFSP-M3T1_20.cas, 4796924.93,4793712.09,4796268.38,4802496.45,4793065.16,4805661.94,4795924.08,4792398.33,4808687.11,4806769.99
CAS-PFSP-M3T1_21.cas, 10828584.47,10871976.55,10855053.42,10866248.08,10886838.65,10862088.11,10864107.56,10870967.55,10849869.49,10839187.07
CAS-PFSP-M3T1_22.cas, 4810539.16,4828090.63,4841846.41,4839255.31,4841582.90,4857173.55,4832113.41,4794775.61,4940707.70,4849055.04
CAS-PFSP-M3T1_23.cas, 1769518.06,1793136.31,1776250.44,1753051.81,1753133.92,1780537.07,1784100.92,1760492.36,1758716.39,1756117.12
CAS-PFSP-M3T1_24.cas, 9077379.17,9067543.34,9025652.48,9051781.44,9080172.16,9052617.01,9058810.58,9078086.36,9078210.24,9074466.20
CAS-PFSP-M3T1_25.cas, 3317622.37,3317577.91,3308395.24,3308388.72,3308839.33,3307582.57,3317577.91,3317882.33,3317577.91,3317577.91
CAS-PFSP-M3T1_26.cas, 2529242.90,2529583.94,2527622.61,2534404.08,2527977.25,2530479.61,2535211.83,2532474.21,2532788.69,2529939.58
CAS-PFSP-M3T1_27.cas, 10426212.68,10428717.49,10450126.41,10458183.46,10441350.70,10448276.68,10421140.99,10439454.85,10426479.15,10440411.13
CAS-PFSP-M3T1_28.cas, 6976278.29,6974999.58,7030970.27,6962915.26,6974434.65,6961026.41,6948615.17,6960605.63,7006889.02,6965418.93
CAS-PFSP-M3T1_29.cas, 1997363.03,2007176.38,1996095.64,2011593.44,2011019.40,2025392.70,2003107.39,2030624.60,2015213.90,1995582.23
CAS-PFSP-M3T1_30.cas, 3046224.72,3104298.89,3121592.42,3179155.00,3028097.03,3068568.72,3020327.63,3021335.08,3074010.24,3119178.31
CAS-PFSP-M3T1_31.cas, 5303800.99,5345935.74,5297774.63,5264242.06,5307484.46,5303488.95,5258212.32,5331682.32,5306073.09,5272829.24
CAS-PFSP-M3T1_32.cas, 9321655.33,9364702.33,9284169.25,9384799.56,9351636.43,9361140.31,9398939.37,9372157.99,9344828.05,9291270.29
CAS-PFSP-M3T1_33.cas, 6140784.22,6159523.72,6147418.63,6185464.12,6138528.63,6179934.35,6148032.41,6149149.01,6161110.24,6153762.62
CAS-PFSP-M3T1_34.cas, 2179993.39,2185474.88,2183640.26,2182443.13,2186294.25,2184329.77,2187914.60,2182154.35,2184430.37,2187590.68
CAS-PFSP-M3T1_35.cas, 3787288.79,3803054.70,3815745.25,3819698.52,3814630.77,3762270.02,3823427.67,3821641.82,3783574.86,3804305.93
CAS-PFSP-M3T1_36.cas, 2690434.91,2679679.58,2680615.61,2683963.67,2684186.83,2690296.88,2682851.07,2675222.56,2681967.01,2680358.74
CAS-PFSP-M3T1_37.cas, 5887676.14,5876916.60,5907450.81,5939144.80,5955970.25,5911759.41,5913101.19,5949659.91,5943484.90,5975244.56
CAS-PFSP-M3T1_38.cas, 2438773.58,2430768.77,2427076.91,2432499.13,2436239.31,2427175.68,2445790.38,2451725.94,2434358.68,2445482.64
CAS-PFSP-M3T1_39.cas, 3097888.26,3102135.22,3097311.55,3096024.55,3095215.75,3097994.60,3096307.31,3094877.25,3094340.83,3096519.05
CAS-PFSP-M3T1_40.cas, 1786819.19,1827222.97,1795683.71,1916762.67,1902098.70,1834473.19,1896524.57,1810984.84,1840892.18,1795297.53
CAS-PFSP-M3T1_41.cas, 3149896.22,3149673.97,3148905.02,3152823.57,3151410.72,3152633.75,3149891.12,3146729.65,3149063.53,3150050.60
CAS-PFSP-M3T1_42.cas, 2362873.77,2356159.35,2377779.30,2363765.70,2383457.91,2379792.20,2370341.02,2376221.34,2379225.00,2362891.80
CAS-PFSP-M3T1_43.cas, 934344.58,951668.40,1008348.93,997011.98,919817.93,966014.83,906612.15,985842.68,916917.92,943752.71
CAS-PFSP-M3T1_44.cas, 7490968.28,7553386.65,7600655.20,7536175.31,7527007.17,7523548.43,7521189.03,7563979.86,7546422.07,7505662.76
CAS-PFSP-M3T1_45.cas, 2324359.61,2322524.87,2334477.13,2322503.56,2321204.82,2322362.70,2327404.99,2318776.07,2322717.84,2321215.38
CAS-PFSP-M3T1_46.cas, 1781175.70,1808931.46,1785263.99,1741415.53,1703321.19,1781847.12,1727445.82,1763043.08,1775728.54,1774583.68
CAS-PFSP-M3T1_47.cas, 2268473.79,2265262.54,2271381.20,2270603.04,2266705.03,2270858.52,2268465.25,2267936.40,2272297.13,2268133.99
CAS-PFSP-M3T1_48.cas, 5398142.90,5345817.92,5391565.24,5411602.01,5346961.46,5435320.63,5361132.32,5385045.98,5335261.60,5409883.78
CAS-PFSP-M3T1_49.cas, 2384379.64,2380137.54,2379182.45,2381561.48,2384609.59,2380744.08,2385669.57,2381987.35,2381728.66,2381578.02
CAS-PFSP-M3T1_50.cas, 1693876.18,1699540.88,1696978.83,1698773.99,1697343.42,1699957.97,1697087.79,1695279.90,1695610.79,1693328.62
