CAS-PFSP-M1T3_1.cas, 4241238.25,4198407.77,4213880.75,4218308.87,4260279.42,4244617.55,4231690.78,4263409.91,4252204.46,4249261.44
CAS-PFSP-M1T3_2.cas, 5751671.15,5753558.67,5763904.49,5764572.87,5693375.66,5798660.78,5795923.54,5746379.00,5812268.50,5810689.75
CAS-PFSP-M1T3_3.cas, 4435033.54,4334235.44,4289525.57,4346611.08,4343006.67,4375372.34,4386620.08,4356055.96,4429727.62,4257545.43
CAS-PFSP-M1T3_4.cas, 14953036.64,14915058.89,14966267.49,14965317.14,15006868.03,14989623.42,15004041.33,15080564.50,15005723.84,14919061.45
CAS-PFSP-M1T3_5.cas, 5844109.94,5768511.11,5755856.78,5739668.90,5864214.97,5823219.35,5787465.38,5752289.07,5849722.09,5759514.98
CAS-PFSP-M1T3_6.cas, 12080305.62,12125933.62,12121426.99,12135142.79,12119995.06,12144554.30,12142672.50,12147225.51,12083193.02,12077379.52
CAS-PFSP-M1T3_7.cas, 9474655.76,9483963.90,9457262.27,9483555.83,9507772.67,9456079.23,9507341.48,9518645.41,9469497.05,9533754.17
CAS-PFSP-M1T3_8.cas, 3003378.80,2994211.97,2929502.24,3147240.14,3060138.12,2979551.50,2955737.69,2998060.49,2907592.55,3023499.27
CAS-PFSP-M1T3_9.cas, 3938797.96,3966728.70,3927075.78,3912159.15,4007342.99,3967056.28,3934290.01,3916107.58,3927010.01,3968990.51
CAS-PFSP-M1T3_10.cas, 12252801.31,12131288.29,12138572.12,11935485.40,12271789.76,12017591.73,12043514.50,11880034.61,12022664.02,12003553.96
CAS-PFSP-M1T3_11.cas, 3679137.31,3660116.79,3695060.96,3670520.29,3677878.61,3656940.31,3673380.20,3672117.22,3649973.08,3653164.32
CAS-PFSP-M1T3_12.cas, 2878409.62,2907889.59,2948845.12,3015237.21,3005562.79,3042371.48,3025791.06,2947231.03,2946913.03,2985362.23
CAS-PFSP-M1T3_13.cas, 6477918.93,6446191.63,6418963.66,6406450.56,6580130.09,6408020.44,6425953.76,6477480.73,6476823.25,6708226.90
CAS-PFSP-M1T3_14.cas, 3723039.96,3766518.69,3988984.02,3779696.38,4005234.32,3738512.39,3784708.28,3667316.24,3754616.89,3885301.86
CAS-PFSP-M1T3_15.cas, 19903764.63,19889165.35,19845683.78,19890221.10,19875772.27,19935424.72,19824774.51,19893309.00,19880556.13,19863366.36
CAS-PFSP-M1T3_16.cas, 5118278.92,5374163.35,5450374.60,5279210.16,5165168.18,5148443.56,5318323.32,5136125.89,5331168.29,5370818.02
CAS-PFSP-M1T3_17.cas, 2638358.42,2652837.30,2631236.81,2616069.91,2631919.69,2676891.80,2725291.09,2586495.47,2619504.81,2698541.53
CAS-PFSP-M1T3_18.cas, 3971464.30,3864832.07,3882139.95,3828901.89,3854596.25,3926977.34,3953364.05,3865161.17,3927658.26,3885393.53
CAS-PFSP-M1T3_19.cas, 4409431.10,4343391.94,4337973.07,4385532.57,4355062.13,4366930.67,4325584.33,4287528.71,4324901.72,4385168.94
CAS-PFSP-M1T3_20.cas, 5637428.48,5565936.55,5632523.06,5600657.64,5515054.88,5647186.58,5527445.17,5664395.26,5670524.73,5737406.28
CAS-PFSP-M1T3_21.cas, 5844623.49,5652768.27,5611037.33,5690181.90,5547846.04,5590581.81,5628656.23,5895719.10,5778518.40,5579045.08
CAS-PFSP-M1T3_22.cas, 3786672.85,3767749.94,3777496.71,3689969.13,3739931.08,3737982.16,3711461.63,3740722.21,3773548.35,3764167.97
CAS-PFSP-M1T3_23.cas, 4155759.71,4280337.32,4295871.47,4250944.65,4204946.64,4316307.95,4286993.13,4211415.06,4269172.33,4283623.23
CAS-PFSP-M1T3_24.cas, 3963563.43,3953441.70,3956059.31,3959733.90,3975547.59,3954213.41,3975348.92,3972678.79,3982409.14,3985717.31
