CAS-PFSP-M5T3_1.cas; 12902870.68;13147578.00;12992863.55;13098674.94;13072228.52;12955607.38;12985873.54;13040780.93;13044071.97;12974177.58
CAS-PFSP-M5T3_2.cas; 19702038.05;19484160.02;19635597.63;19618048.65;19451067.86;19548028.02;19572958.35;19581807.61;19630887.23;19633834.17
CAS-PFSP-M5T3_3.cas; 40421486.57;40368932.43;40418069.37;40449017.22;40461224.47;40418915.57;40402987.59;40260528.67;40573384.85;40588242.60
CAS-PFSP-M5T3_4.cas; 21995192.51;21289634.76;21539213.82;22060294.83;22135579.35;21508560.01;21954527.40;21378843.15;21910720.85;22629690.58
CAS-PFSP-M5T3_5.cas; 18147957.59;17991302.94;17956715.52;17942344.54;17957541.92;17852023.85;17856227.77;17853377.72;18125934.06;17857473.17
CAS-PFSP-M5T3_6.cas; 46451690.78;46124588.31;45674675.45;46577308.78;46714710.80;46320056.68;45917755.45;46202376.14;45954337.76;46620451.85
CAS-PFSP-M5T3_7.cas; 19949208.37;19661416.52;19746211.27;20084349.52;19240383.84;19958326.79;19730188.48;19328906.40;19605275.40;19673169.77
CAS-PFSP-M5T3_8.cas; 19215266.41;19354536.67;19362480.27;19361922.56;19064668.20;19334941.31;19116347.02;19196808.09;19059816.56;19044072.08
CAS-PFSP-M5T3_9.cas; 27085581.36;27303606.53;27575795.91;27492400.02;27288250.05;27584175.39;27368155.21;27549922.09;27416622.74;27718759.90
CAS-PFSP-M5T3_10.cas; 26846324.39;26643052.89;26464340.16;26595358.13;26796773.32;26531334.05;26824832.26;26675554.85;26655319.59;26257390.36
CAS-PFSP-M5T3_11.cas; 19558045.61;19829283.31;19679949.94;19870399.64;19665222.97;19592888.92;19811138.79;19433394.74;19485246.30;19401320.35
CAS-PFSP-M5T3_12.cas; 9298234.17;9210624.50;9372526.40;9291567.26;9208603.43;9258114.69;9313655.93;9245352.33;9304374.88;9328448.12
CAS-PFSP-M5T3_13.cas; 55420061.01;55661198.13;55380564.87;56096192.03;55927766.67;55213552.23;55274491.48;55478296.56;55777170.05;55719600.28
CAS-PFSP-M5T3_14.cas; 29497642.25;29429591.42;29339742.05;29615536.10;29500050.62;29512402.42;29425186.84;29518283.96;29555425.52;29435526.42
CAS-PFSP-M5T3_15.cas; 19398668.02;19546769.38;19639752.02;19366651.01;19485383.21;19669596.33;19703472.73;19462097.65;19815765.86;19571652.24
CAS-PFSP-M5T3_16.cas; 11798900.93;11034688.88;11257307.98;11535565.84;11464031.69;11154810.94;11080691.80;11334579.25;11379129.68;11600443.39
CAS-PFSP-M5T3_17.cas; 16689086.71;16383004.07;16662061.97;16641286.76;16769727.74;16747491.03;16741380.08;16574448.97;16747846.30;16807062.31
CAS-PFSP-M5T3_18.cas; 34476084.11;34360235.29;34147698.96;34934633.11;34107768.67;34371500.32;34264025.69;34112972.50;34612399.61;34406396.52
CAS-PFSP-M5T3_19.cas; 11811393.66;12074277.88;12150912.63;11932018.68;12039966.30;12244860.10;11592191.80;11801911.67;11814557.72;11934672.14
CAS-PFSP-M5T3_20.cas; 14718097.08;14219511.71;14316357.24;14654128.08;14148656.86;14384496.38;14216163.95;14538255.27;14321998.64;14504546.10
CAS-PFSP-M5T3_21.cas; 42699820.97;43296973.65;42892345.03;43602341.19;42822731.02;42886602.40;43238466.49;42779246.62;42901835.28;42729747.68
CAS-PFSP-M5T3_22.cas; 20055192.73;20258096.01;20069161.64;20282012.46;20142604.61;20361261.61;20099086.53;20209808.51;20200248.42;19976732.31
CAS-PFSP-M5T3_23.cas; 24081690.16;24191017.90;24304243.76;24741771.74;24634591.91;24816679.64;24740714.00;24390266.54;24312607.80;24361043.87
CAS-PFSP-M5T3_24.cas; 15694160.32;15924943.88;15640259.93;15599653.13;15698244.26;16492567.75;15624551.55;15598053.49;15767205.27;15329212.23
CAS-PFSP-M5T3_25.cas; 16822418.80;16849826.83;16884999.90;16732346.19;16898513.89;16880518.01;16690218.01;16604500.21;16790990.16;16588974.64
CAS-PFSP-M5T3_26.cas; 25019692.46;24850125.89;25082225.04;24934819.21;25124260.48;24889884.15;24783247.73;24955392.99;24884439.02;25034805.45
CAS-PFSP-M5T3_27.cas; 19276102.94;19120267.53;19317743.78;18981070.35;19051784.41;19129710.21;19158139.39;19069295.36;19147712.09;19193770.08
CAS-PFSP-M5T3_28.cas; 26437083.76;26688332.82;26489750.90;27120894.69;26994540.19;26689198.72;26963758.11;26886855.04;26969943.54;26822920.79
CAS-PFSP-M5T3_29.cas; 16837695.24;16561306.40;16650734.51;16816047.92;16510348.36;16582879.85;16701613.26;16768530.33;16661416.96;16678266.25
CAS-PFSP-M5T3_30.cas; 14794912.56;14698633.56;14521397.40;14965089.67;14695521.21;14628691.29;14809359.22;14485824.57;14640957.98;14605487.49
CAS-PFSP-M5T3_31.cas; 17370600.45;17351426.25;17681738.52;17740062.17;17625634.34;17694328.90;17837293.57;17547781.23;17871122.32;17246113.69
CAS-PFSP-M5T3_32.cas; 32660691.87;32781314.33;32878460.08;32867612.75;32538850.23;32816464.56;32484033.55;32702998.51;32864742.79;32763165.36
CAS-PFSP-M5T3_33.cas; 26877222.31;27200604.77;26687911.49;27000086.53;27156550.98;27165681.48;27069188.12;27294977.56;26907146.53;27328593.79
CAS-PFSP-M5T3_34.cas; 13494967.92;13362083.72;13534184.88;13410058.79;13230011.63;13582801.84;13316438.53;13467643.05;13341250.23;13306699.88
CAS-PFSP-M5T3_35.cas; 15810618.37;15663175.09;15704232.92;15636412.94;15690012.36;15722403.34;15670818.25;15627127.76;15560826.84;15724426.23
CAS-PFSP-M5T3_36.cas; 22601407.33;22398607.01;22236325.38;22999191.03;22510170.90;22517775.46;22592029.87;22182198.49;22294368.00;22266789.13
CAS-PFSP-M5T3_37.cas; 22549690.96;22874083.34;22436626.77;22320536.07;22443196.13;22599989.14;22141601.24;21604711.66;22387651.02;22300154.35
CAS-PFSP-M5T3_38.cas; 12027819.41;12039461.31;12206584.94;12159571.74;12095766.58;12174734.28;12058198.15;12133680.27;11980585.19;12113268.46
CAS-PFSP-M5T3_39.cas; 14027112.13;13319169.40;13288631.88;13345642.18;13379590.81;13606035.25;13285151.32;13486857.81;13472023.05;13659104.09
