CAS-PFSP-M10T1_1.cas, 24936179.08,24820898.43,24805025.33,24834507.41,24717565.62,24799740.99,24549441.94,24728210.00,24744659.42,24728353.60
CAS-PFSP-M10T1_2.cas, 28130884.60,28179887.23,28162076.83,28100417.79,28146992.76,28208485.23,28215323.21,28156189.35,28146965.89,28168355.11
CAS-PFSP-M10T1_3.cas, 13152661.29,13179336.61,13161192.99,13118574.31,13130790.64,13081847.70,13120927.59,13140388.73,13133701.69,13129262.68
CAS-PFSP-M10T1_4.cas, 22236149.55,22027624.25,22422482.20,22144980.77,22151794.91,22448034.86,22062667.32,22058201.59,22038518.14,22052902.94
CAS-PFSP-M10T1_5.cas, 7137689.98,7129728.89,7143940.22,7105500.07,7141796.56,7155964.91,7130915.70,7135644.47,7127592.80,7121049.91
CAS-PFSP-M10T1_6.cas, 8996772.30,9017963.68,8997248.50,9016779.23,8996667.56,8987976.27,8989499.66,8962288.62,8986743.79,8999731.34
CAS-PFSP-M10T1_7.cas, 8346638.86,8352879.90,8333295.64,8345582.30,8350701.55,8336227.79,8340607.82,8343871.10,8347287.41,8353863.58
CAS-PFSP-M10T1_8.cas, 9864948.62,9860831.75,9892698.64,9904177.81,9878693.09,9901426.25,9877352.89,9869110.73,9866740.73,9871717.53
CAS-PFSP-M10T1_9.cas, 7848389.68,7864423.13,7878232.03,7849481.17,7875107.50,7864618.42,7873084.79,7856928.85,7851666.53,7872510.18
CAS-PFSP-M10T1_10.cas, 15063740.09,14980492.78,15166870.82,15063670.94,14979600.57,15172786.97,15082392.38,14994334.32,14865941.44,15094077.61
CAS-PFSP-M10T1_11.cas, 10664975.84,10693488.36,10675442.10,10678759.65,10714538.94,10669387.06,10636362.70,10635548.50,10673278.16,10658631.07
CAS-PFSP-M10T1_12.cas, 7101231.10,7097131.10,7108283.33,7089368.53,7117207.97,7101899.67,7103839.87,7093220.42,7108478.34,7092658.83
CAS-PFSP-M10T1_13.cas, 12259141.66,12247530.25,12244880.11,12260428.23,12308323.07,12300157.02,12244842.03,12288717.23,12237089.10,12254321.47
CAS-PFSP-M10T1_14.cas, 16908894.21,16889969.28,16999346.15,16877325.28,16790706.85,16863893.77,16809376.83,16741819.77,16957557.39,16941930.23
CAS-PFSP-M10T1_15.cas, 6392209.06,6387107.63,6395094.77,6388619.17,6383195.67,6381807.14,6395907.57,6387883.46,6388680.40,6381745.60
CAS-PFSP-M10T1_16.cas, 22223726.68,22453279.42,22332534.09,22284825.03,22304332.82,22265052.46,22329115.43,22285254.51,22346441.80,22589255.97
CAS-PFSP-M10T1_17.cas, 10700551.11,10706056.26,10726252.38,10706502.31,10678089.67,10700165.99,10699526.15,10690763.38,10681933.15,10667733.24
CAS-PFSP-M10T1_18.cas, 9723480.36,9754060.71,9738671.96,9717027.77,9731711.67,9709792.71,9754231.31,9739981.72,9728408.91,9744514.20
CAS-PFSP-M10T1_19.cas, 7094167.23,7120985.69,7106104.18,7091775.00,7104849.45,7125260.37,7119356.40,7102806.39,7118675.86,7099229.70
CAS-PFSP-M10T1_20.cas, 9867341.24,9929077.22,9844887.85,9942059.62,9824337.82,9932933.33,9852896.41,10010427.86,9852574.52,9858885.26
CAS-PFSP-M10T1_21.cas, 16910661.68,17028938.04,16927222.76,16800596.22,17007985.48,16965920.26,16864937.86,17144435.43,16999824.79,17105078.18
CAS-PFSP-M10T1_22.cas, 23326197.08,23473984.81,23501754.83,23514726.89,23491213.24,23466861.42,23583001.34,23614532.42,23508271.26,23409066.05
CAS-PFSP-M10T1_23.cas, 28218256.66,28297030.63,28033579.10,27827459.80,28423554.16,28043718.55,28240317.91,28222582.28,28291517.98,28314321.52
CAS-PFSP-M10T1_24.cas, 12148107.39,12175835.45,12186795.49,12179005.89,12167350.03,12219376.17,12134503.69,12165862.14,12146231.17,12127412.89
CAS-PFSP-M10T1_25.cas, 6139752.05,6128867.19,6133510.35,6144262.24,6134676.58,6139460.42,6153093.64,6137468.45,6159437.44,6137745.94
CAS-PFSP-M10T1_26.cas, 8743530.89,8715748.32,8735259.32,8734005.93,8741147.83,8729899.15,8756582.23,8736621.49,8728936.70,8706180.60
CAS-PFSP-M10T1_27.cas, 7888696.10,7884766.54,7893569.95,7890266.82,7888840.33,7898843.21,7889922.08,7896371.54,7894554.83,7894739.57
CAS-PFSP-M10T1_28.cas, 10443225.86,10466919.61,10425375.34,10426378.90,10428323.07,10423972.46,10471170.26,10418432.40,10414443.71,10431004.10
CAS-PFSP-M10T1_29.cas, 7718245.55,7730886.49,7729301.86,7723958.94,7728561.04,7730719.50,7741815.03,7719792.81,7739213.81,7725586.13
CAS-PFSP-M10T1_30.cas, 14536786.88,14350712.57,14367244.75,14343571.27,14586412.20,14437507.84,14477330.76,14520326.59,14452726.65,14338795.37
CAS-PFSP-M10T1_31.cas, 15040003.65,15106035.63,15058577.13,15053513.21,15032016.01,15040498.21,15052917.98,15061711.96,15019403.08,15092808.66
