CAS-PFSP-M3T3_1.cas, 6755383.34,6618558.33,6885397.23,6788593.84,6885595.72,6616282.24,6632000.89,6727588.75,6658790.01,6572092.52
CAS-PFSP-M3T3_2.cas, 7443288.60,7524418.90,7401176.44,7412515.92,7574637.55,7414680.92,7401797.94,7357771.54,7429813.55,7587948.18
CAS-PFSP-M3T3_3.cas, 22243649.57,21999355.44,22072864.65,22068253.63,22135786.33,22389122.85,21990766.66,22492436.32,22139143.25,21474520.80
CAS-PFSP-M3T3_4.cas, 15484098.94,15520621.06,15791009.55,15035544.63,15486487.78,15562517.81,15677082.77,15374020.45,16075458.13,15135851.64
CAS-PFSP-M3T3_5.cas, 8541508.13,8809347.38,8692186.68,8507137.82,8650475.04,8502440.54,8500105.13,8736851.75,8614955.01,8730974.64
CAS-PFSP-M3T3_6.cas, 18072400.47,18721558.61,18024932.84,18011957.69,18601588.35,18315709.26,18080442.13,18688649.79,18467567.63,18382846.10
CAS-PFSP-M3T3_7.cas, 11987995.59,11755833.83,11747050.16,11896814.97,11511367.54,11804270.56,11463514.76,11627791.70,11742720.38,11451457.04
CAS-PFSP-M3T3_8.cas, 3928986.90,3731655.68,3346360.86,3569354.15,3579114.64,3762445.55,3821649.13,3999169.73,3220748.15,3688654.12
CAS-PFSP-M3T3_9.cas, 28539588.84,28662683.11,28490263.54,29147868.09,28350820.19,28802239.56,28558646.22,28323124.67,28621170.23,28570296.68
CAS-PFSP-M3T3_10.cas, 13361052.78,13394309.33,13404262.40,13345588.28,13392321.24,13390848.05,13364583.68,13363573.75,13359667.08,13342497.82
CAS-PFSP-M3T3_11.cas, 10704446.48,10725061.44,10755835.22,10716471.52,10749415.88,10717829.19,10707250.36,10750444.82,10726715.70,10755131.23
CAS-PFSP-M3T3_12.cas, 6168473.48,5949312.01,6205330.06,6072786.55,6231458.68,6356216.82,5899322.71,6031538.84,6093279.55,6117216.68
CAS-PFSP-M3T3_13.cas, 7395287.35,7345023.07,7462745.59,7520915.43,7462813.96,7329114.45,7536385.43,7351423.35,7396246.57,7392198.25
CAS-PFSP-M3T3_14.cas, 21491904.51,21657356.61,21566390.25,21749700.34,21974817.62,21650156.49,21751984.65,21681079.04,21758600.67,21678342.09
CAS-PFSP-M3T3_15.cas, 18017669.22,18176164.42,18034889.57,17891154.56,17777332.81,17884924.81,17726465.59,17836000.05,17886862.20,18247222.26
CAS-PFSP-M3T3_16.cas, 10731761.96,10634525.23,10869343.28,10714497.64,10729569.88,10717357.37,10790429.89,10959966.42,10676724.64,10659223.52
CAS-PFSP-M3T3_17.cas, 10979255.91,12245092.85,11986784.53,11243844.49,11820897.25,10888873.28,10665133.78,11058818.59,10967335.03,10698797.91
CAS-PFSP-M3T3_18.cas, 10145155.26,10197105.11,10149248.08,10137334.15,10284522.40,10069082.99,10056128.67,10172000.13,10266186.94,10242755.16
CAS-PFSP-M3T3_19.cas, 8339619.17,8219176.77,8493194.35,8551449.37,8445979.86,8193257.72,8257808.13,8293702.79,8369013.94,8231753.77
CAS-PFSP-M3T3_20.cas, 16547857.93,16464653.80,16728388.44,16504272.89,16660593.43,16637115.05,16573929.33,16636304.18,16745973.57,16758166.15
CAS-PFSP-M3T3_21.cas, 10000192.66,9988899.57,10027982.89,10010802.58,10019973.90,10003091.04,9989050.36,10012831.50,10057180.83,10003226.74
CAS-PFSP-M3T3_22.cas, 12088255.82,12240079.98,11891871.89,12279381.19,12115770.18,12268345.60,11996632.55,12385093.56,11719927.53,12216838.38
CAS-PFSP-M3T3_23.cas, 8001976.89,8071994.36,8057221.29,7930911.03,8157077.95,8185216.66,8149556.55,8034555.67,8063857.53,8159614.84
CAS-PFSP-M3T3_24.cas, 9848169.77,9852230.23,9915247.47,9707779.87,9707831.75,9839832.86,9860386.34,9881400.20,9752871.62,9886855.85
CAS-PFSP-M3T3_25.cas, 17595025.45,17537319.18,17586383.51,17545649.80,17637477.66,17777831.12,17648502.18,17687278.34,17489873.86,17666545.48
CAS-PFSP-M3T3_26.cas, 13365969.08,13414097.46,13283591.27,13505743.70,13554973.43,13355650.69,13626761.78,13336682.63,13545650.32,13461379.78
CAS-PFSP-M3T3_27.cas, 9189458.29,9301205.39,9293940.88,9202839.30,9172251.96,9286187.23,9249438.33,9233668.72,9210868.98,9253767.93
CAS-PFSP-M3T3_28.cas, 9662393.26,9477145.98,9659083.60,9541266.88,9512180.42,9376116.87,9529569.25,9365191.18,9391004.39,9526822.82
CAS-PFSP-M3T3_29.cas, 19120351.94,18845532.78,18983451.57,18934904.14,19028064.79,18753230.82,18830737.06,18757767.15,18632595.90,19024159.12
CAS-PFSP-M3T3_30.cas, 6830506.32,6698522.61,6779381.57,7196906.02,6743152.20,7118286.80,7040739.84,6795459.41,6787710.33,7044255.46
CAS-PFSP-M3T3_31.cas, 5429191.15,5694057.03,5480285.52,5739862.36,5496461.73,5355471.58,5428420.12,5314410.13,5515725.14,5016258.11
CAS-PFSP-M3T3_32.cas, 8331083.41,8555158.83,8528210.07,8423936.63,8439937.37,8477104.85,8456133.43,8445304.59,8489925.61,8412335.35
CAS-PFSP-M3T3_33.cas, 8307527.55,8154364.78,8188082.95,8268188.51,8178535.52,8194731.23,8297789.21,7944498.96,8277088.39,8117101.27
CAS-PFSP-M3T3_34.cas, 7620594.65,7644652.38,7667141.46,7681315.84,7605511.08,7600235.93,7551994.55,7746141.35,7648025.67,7677570.03
CAS-PFSP-M3T3_35.cas, 11129203.73,10985423.65,11065860.27,11017551.86,11193342.92,10945629.25,11081429.90,11139023.70,11073577.45,11137337.10
CAS-PFSP-M3T3_36.cas, 13931255.95,14038770.93,13946908.66,13903733.48,13876637.41,13801008.40,13867145.69,14031332.86,14108813.64,13996269.13
CAS-PFSP-M3T3_37.cas, 9805018.58,9921229.71,9933455.18,9899007.29,9885754.80,9667376.19,9829715.47,9798301.88,9977249.52,9971306.76
CAS-PFSP-M3T3_38.cas, 10532696.72,10177352.92,10301810.66,10303158.37,10356920.56,10521494.27,10148428.65,10224430.07,10183523.75,10566800.55
CAS-PFSP-M3T3_39.cas, 12977079.55,12978286.94,12982457.07,12943592.86,12772199.36,12870433.02,12726752.89,12471887.55,13122921.99,12687070.67
